Stop Code,Stop Name,Latitude,Longitude,Status,Shelter Quantity,Area_Light,Trash Can,Site_Shade,Real Time Sign,Sidewalk Condition,ADA condition,Landing Pad,Crosswalk,Area Light Score,Site Shade Score,Sidewalk Condition Score,Landing Pad Score,Crosswalk Score,ADA Score
6350,Freeman Rd at Mineral Springs Rd,35.994912,-78.815221,Active,0.0,Fair,Concrete,Trees_Fair,No,,No_Other,,,2.0,1.0,,,,
6351,Ross Rd at Idlewood Rd,35.992538,-78.848785,Active,0.0,Fair,Concrete,,No,,,,,2.0,,,,,
6366,Carver St at Commons Blvd (EB),36.041285,-78.895036,Active,0.0,Poor,,,No,Good,Yes_Sidewalk,Other,Good,1.0,,2.0,0.0,2.0,3.0
6375,Chapel Hill Rd at W Cornwallis Rd (Yates Church),35.974103,-78.936765,Active,0.0,Fair,,Trees_Fair,No,Good,No_SingleDoor,Yes_Single_Door,Fair,2.0,1.0,2.0,1.0,1.0,
6379,Broad St at Main St (Whole Foods),36.007112,-78.919864,Active,0.0,Good,Concrete,,No,Fair,No_SidewalkWithStrip,,Good,3.0,,1.0,,2.0,
6380,Main St at Campus Dr (EB),36.0033,-78.914666,Active,1.0,Poor,Concrete,,No,Fair,Yes_Single_Door,Yes_Single_Door,Fair,1.0,,1.0,1.0,1.0,2.0
6383,E Main St at Morning Glory Ave (Golden Belt),35.989592,-78.891093,Active,1.0,Good,Concrete,,No,Good,No_SidewalkAbuts,Other,Fair,3.0,,2.0,0.0,1.0,
6387,Main St at Gregson St (WB),35.999935,-78.909003,Active,0.0,Poor,,Trees_Fair,No,Fair,Yes_Sidewalk,Other,Fair,1.0,1.0,1.0,0.0,1.0,3.0
6389,Main St at Campus Dr (WB),36.00379,-78.91528,Active,0.0,Fair,,Trees_Fair,No,Fair,No_SidewalkWithStrip,,Fair,2.0,1.0,1.0,,1.0,
6390,Main St at Broad St (WB),36.005842,-78.919316,Active,1.0,Good,Metal,,No,Poor,Yes_Two_Doors,Yes_Two_Doors,Poor,3.0,,0.0,2.0,0.0,3.0
6393,Holloway St at Hyde Park Ave (WB),35.994507,-78.881001,Active,1.0,Good,Concrete,Trees_Fair,No,Fair,Yes_Two_Doors,Yes_Two_Doors,Fair,3.0,1.0,1.0,2.0,1.0,3.0
6395,Briggs Ave at Person St (SB 1),35.9697241,-78.8771458,Active,0.0,Good,,,No,,,Yes_Single_Door,Excellent,3.0,,,1.0,3.0,
6396,Briggs Ave at Person St (UniFirst Uniforms),35.962986,-78.877357,Active,0.0,Fair,,,No,Good,No_SidewalkAbuts,Other,,2.0,,2.0,0.0,,
6398,Capps St at S Alston Ave (WB),35.962358,-78.887144,Active,0.0,Good,Concrete,Trees_Fair,No,,,,,3.0,1.0,,,,
6399,Capps St at Bacon St (WB),35.9652761,-78.8837484,Active,0.0,Fair,,,No,,No_Other,Yes_Single_Door,,2.0,,,1.0,,
6424,W Club Blvd at Onslow St (Walltown Park),36.017045,-78.914519,Active,1.0,Good,Metal,Trees_Fair,No,Good,Yes_Two_Doors,Yes_Two_Doors,Good,3.0,1.0,2.0,2.0,2.0,3.0
6426,Broad St at Guess Rd (NB),36.023967,-78.917948,Active,0.0,,,Trees_Fair,No,Fair,No_SidewalkWithStrip,,Poor,,1.0,1.0,,0.0,
6430,W Club Blvd at Onslow St (EB),36.016904,-78.914418,Active,0.0,Good,,Trees_Good,No,Poor,No_SidewalkWithStrip,,Good,3.0,2.0,0.0,,2.0,
6433,Hardee St at Benning St (Naples Terrace),36.00333,-78.86698,Active,1.0,Fair,Metal,,No,,Yes_Single_Door,Yes_Single_Door,Excellent,2.0,,,1.0,3.0,2.0
6435,Holloway St at Alma St,35.994379,-78.87607,Active,0.0,Poor,Concrete,Trees_Fair,No,Fair,No_SidewalkWithStrip,,Fair,1.0,1.0,1.0,,1.0,
6439,Fayetteville St at Umstead St,35.982668,-78.898808,Active,0.0,Fair,,,No,Fair,No_SidewalkAbuts,Other,Fair,2.0,,1.0,0.0,1.0,
6442,Lakewood Ave at Roxboro St (Southside Lofts),35.987456,-78.901112,Active,1.0,Fair,Concrete,Trees_Fair,No,Good,No_SingleDoor,Yes_Single_Door,Poor,2.0,1.0,2.0,1.0,0.0,
6444,Cornwallis Rd at Campus Crossings (SB),35.944374,-78.900797,Active,0.0,Poor,,,No,Poor,No_SidewalkWithStrip,,Good,1.0,,0.0,,2.0,
6446,S Alston Ave at Capitola Dr (SB),35.891477,-78.886676,Active,0.0,Poor,Concrete,,No,,,,,1.0,,,,,
6448,Cornwallis Rd at Campus Crossings (NB),35.94424,-78.900473,Active,0.0,Poor,Metal,Trees_Good,No,,,,,1.0,2.0,,,,
6463,Milton Rd at Durham County Library,36.087335,-78.913132,Active,,,,,,,,,,,,,,,
6464,Roxboro Rd at Latta Rd,36.078482,-78.910402,Active,,,,,,,,,,,,,,,
6466,New Castle Rd at Stadium Dr (Strawberry Hill Apts),36.050228,-78.920985,Active,0.0,,,,No,,,,,,,,,,
6472,Herndon Rd at Fayetteville Rd,35.9055423,-78.9366952,Active,,,,,,,,,,,,,,,
6473,Chapel Hill Rd at Yates Baptist Church (NB),35.9730045,-78.9371216,Active,,,,,,,,,,,,,,,
6474,Fayetteville Rd at Torrey Pine Ln,35.917921,-78.930635,Active,0.0,Fair,,Trees_Fair,No,Fair,Yes_Two_Doors,Yes_Two_Doors,Poor,2.0,1.0,1.0,2.0,0.0,3.0
6476,Fayetteville Rd at Timothy Ave (WG Pearson Elementary),35.957075,-78.90865,Active,0.0,Good,Concrete,,No,Good,No_Other,Yes_Single_Door,Good,3.0,,2.0,1.0,2.0,
6479,Holloway St at Ganyard Farm Way (Dollar General),35.98427,-78.83381,Active,1.0,Poor,Concrete,,No,Fair,No_SingleDoor,Yes_Single_Door,,1.0,,1.0,1.0,,
6484,Broad St at Forest Rd (SB),36.024962,-78.917114,Active,0.0,Poor,,,No,Fair,No_SidewalkWithStrip,,Poor,1.0,,1.0,,0.0,
6485,Hardee St at Mimosa St (SB),36.0014,-78.86678,Active,0.0,Good,,,No,,,,,3.0,,,,,
6486,Hardee St at Landon St (SB),35.99989,-78.86543,Active,0.0,Fair,Concrete,,No,,,,,2.0,,,,,
6487,Hardee St at Delano St (SB),35.99703,-78.86459,Active,0.0,Fair,,,No,,,,,2.0,,,,,
6488,Raynor St at Hardee St (WB),35.995858,-78.865224,Active,0.0,Poor,,,No,,,,,1.0,,,,,
6489,Raynor St at The Village (EB),35.994215,-78.869617,Active,0.0,Fair,Concrete,Trees_Fair,Yes,Poor,No_SingleDoor,Yes_Single_Door,Fair,2.0,1.0,0.0,1.0,1.0,
6490,Holloway St at Elizabeth St (WB),35.994603,-78.890416,Active,0.0,Good,Concrete,,No,Poor,No_SidewalkWithStrip,,Fair,3.0,,0.0,,1.0,
6491,E Main St at Alston Ave (EB),35.9879864,-78.8888992,Active,0.0,Good,Concrete,,No,Fair,No_SidewalkWithStrip,,Poor,3.0,,1.0,,0.0,
6492,North Pointe Dr at Red Roof Inn (WB),36.030419,-78.923025,Active,0.0,Poor,,Trees_Fair,No,Good,No_SidewalkWithStrip,,,1.0,1.0,2.0,,,
6494,Blackwell St at Forest Hills Apts (NB),35.988819,-78.906473,Active,1.0,Fair,Concrete,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Excellent,2.0,,2.0,2.0,3.0,3.0
6495,Martin Luther King Jr Pkwy at Bay Point Dr,35.942215,-78.918796,Active,1.0,Poor,Metal,,No,Good,Yes_Two_Doors,Yes_Two_Doors,,1.0,,2.0,2.0,,3.0
6498,Milton Rd at Long Cresent Dr,36.091955,-78.914271,Active,0.0,Fair,,,No,,,,,2.0,,,,,
6499,Trent Dr at Erwin Rd (Clipp Research Bldg),36.006822,-78.934392,Active,0.0,Good,,,No,Good,No_SidewalkAbuts,Other,Good,3.0,,2.0,0.0,2.0,
6501,Martin Luther King Jr Pkwy at Fayetteville Rd (WB),35.939848,-78.907677,Active,0.0,,Concrete,,No,Good,No_SidewalkWithStrip,,Fair,,,2.0,,1.0,
6503,E Main St at Hood St (Durham Police Dept),35.99054,-78.89314,Active,1.0,Good,Metal,,No,Good,Yes_Sidewalk,Other,Good,3.0,,2.0,0.0,2.0,3.0
6505,E Main St at Elizabeth St,35.99062,-78.89283,Active,1.0,Good,Metal,Trees_Fair,No,Good,No_SidewalkWithStrip,,Good,3.0,1.0,2.0,,2.0,
6506,E Main St at Queen St (WB),35.993207,-78.897352,Active,0.0,,,,,,,,,,,,,,
6507,E Geer St at Faucette Ave (WB),36.01191,-78.86577,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,,2.0,,2.0,,,
6510,Dillard St at Liberty St,35.99351,-78.89445,Active,,,,,,,,,,,,,,,
6520,Miami Blvd at Ellis Rd (SB),35.942017,-78.838841,Active,0.0,Fair,,,,Good,No_SidewalkWithStrip,,Fair,2.0,,2.0,,1.0,
6521,Roxboro St at Pacific Ave (SB),36.046205,-78.902859,Active,0.0,Fair,Metal,Trees_Fair,No,Good,Yes_Two_Doors,Yes_Two_Doors,Good,2.0,1.0,2.0,2.0,2.0,3.0
6523,Carver St at Danube Ln (EB),36.045234,-78.889708,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,Good,2.0,,0.0,,2.0,
6527,Dowd St at Mangum St,36.000319,-78.8959,Active,0.0,Poor,Concrete,Trees_Fair,No,Fair,No_SidewalkWithStrip,,,1.0,1.0,1.0,,,
6530,Junction Rd at Ross Rd,35.992522,-78.856781,Active,0.0,Fair,Concrete,Trees_Good,No,,,,Fair,2.0,2.0,,,1.0,
6531,Pettigrew St at Roxboro St (WB),35.992954,-78.899523,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,Fair,2.0,,0.0,,1.0,
6532,TW Alexander Dr at Roche Dr (Implus),35.918901,-78.823652,Active,0.0,Poor,,,No,Good,No_SidewalkWithStrip,,,1.0,,2.0,,,
6536,Ben Franklin Blvd at Medical Park Dr (Voyager Academy),36.047566,-78.893889,Active,0.0,Poor,,,No,Good,No_SidewalkWithStrip,,Good,1.0,,2.0,,2.0,
6538,W Enterprise St at E Forest Hills Blvd (ATT),35.983673,-78.909319,Active,0.0,Poor,Concrete,,No,,,,Good,1.0,,,,2.0,
6545,Morreene Rd at Campus Walk Ave (NB),36.008762,-78.954635,Active,0.0,Fair,,Trees_Good,No,Good,No_SidewalkWithStrip,,Good,2.0,2.0,2.0,,2.0,
6546,American Dr at Hillgrand Dr (WB),36.015459,-78.962606,Active,0.0,,,,No,,,,,,,,,,
6548,Morreene Rd at American Dr (SB),36.0132165,-78.9566645,Active,0.0,Poor,,,No,,,,,1.0,,,,,
6549,Morreene Rd at Campus Walk Ave (SB),36.009157,-78.954751,Active,0.0,Fair,,,No,Fair,No_SidewalkWithStrip,,Good,2.0,,1.0,,2.0,
6550,Morreene Rd at Sherwood Dr (SB),36.006584,-78.954799,Active,0.0,Poor,,Trees_Fair,No,Fair,No_SidewalkWithStrip,,Good,1.0,1.0,1.0,,2.0,
6551,Morreene Rd at Glasson St (SB),36.005412,-78.954752,Active,1.0,Poor,Concrete,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Poor,1.0,,2.0,2.0,0.0,3.0
6552,Morreene Rd at Erwin Rd,36.00396916,-78.95330305,Active,0.0,Poor,Concrete,Trees_Good,No,Poor,No_SidewalkWithStrip,,Fair,1.0,2.0,0.0,,1.0,
6558,Morreene Rd at Tremont Dr (SB),36.018111,-78.957885,Active,0.0,,Concrete,Trees_Fair,No,,,,,,1.0,,,,
6565,Angier Ave at Vine St (EB),35.983261,-78.88106,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,,2.0,,0.0,,,
6573,Hardee St at Cheek Rd (NB),36.004669,-78.86686,Active,0.0,Poor,,,No,,,,,1.0,,,,,
6575,Angier Ave at Bingham St (EB),35.979445,-78.872427,Active,0.0,Fair,,Trees_Good,No,Poor,No_SidewalkWithStrip,,,2.0,2.0,0.0,,,
6576,Fayetteville St at Riddle Rd (SB),35.950458,-78.904077,Active,0.0,Poor,Concrete,Trees_Good,No,Fair,No_SidewalkWithStrip,,Good,1.0,2.0,1.0,,2.0,
6577,NC 751 at Southpoint Autopark Dr,35.908967,-78.960339,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,Fair,2.0,,0.0,,1.0,
6578,NC 751 at NC 54 (Hope Valley Commons Park-and-Ride),35.9174793,-78.9612918,Active,1.0,Good,Concrete,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Fair,3.0,,2.0,2.0,1.0,3.0
6579,NC 54 at Garrett Rd (EB),35.91935,-78.95822,Active,,,,,,,,,,,,,,,
6590,Martin Luther King Jr Pkwy at Cook Rd (WB),35.9465,-78.922034,Active,1.0,Fair,Concrete,,No,Fair,No_SingleDoor,Yes_Single_Door,Fair,2.0,,1.0,1.0,1.0,
6591,S Roxboro St at Shoppes at Hope Valley,35.949189,-78.922821,Active,1.0,Good,Concrete,Trees_Fair,No,Good,Yes_Two_Doors,Yes_Two_Doors,Good,3.0,1.0,2.0,2.0,2.0,3.0
6592,Martin Luther King Jr Pkwy at Cook Rd (EB),35.947241,-78.923393,Active,0.0,Poor,Concrete,,No,Good,No_SidewalkWithStrip,,Good,1.0,,2.0,,2.0,
6593,S Roxboro St at Chestnut St (SB),35.985602,-78.902793,Active,0.0,Good,,Trees_Fair,No,Poor,No_SidewalkWithStrip,,Poor,3.0,1.0,0.0,,0.0,
6597,Lawson St at Alston Ave (WB),35.9756791,-78.8946205,Active,,,,,,,,,,,,,,,
6598,Lawson Ave at Fayetteville St,35.976496,-78.9003,Active,0.0,Fair,,,No,Fair,Yes_Sidewalk,Other,Fair,2.0,,1.0,0.0,1.0,3.0
6599,Lawson St at Concord St (WB),35.976459,-78.903385,Active,0.0,Good,,,No,Poor,No_SidewalkAbuts,Other,Fair,3.0,,0.0,0.0,1.0,
6600,S Roxboro Rd at Dillard St,35.99144,-78.89997,Active,0.0,Good,,,No,Good,No_SidewalkWithStrip,,Poor,3.0,,2.0,,0.0,
6601,New Castle Rd at Stadium Dr (WB),36.050542,-78.920135,Active,0.0,Poor,,,No,,,,,1.0,,,,,
6602,New Castle Rd at Foxfire Apartments (NB),36.050141,-78.923237,Active,0.0,Poor,,Trees_Good,No,,,,,1.0,2.0,,,,
6603,New Castle Rd at Wyldewood Rd (NB),36.051549,-78.923454,Active,0.0,Poor,,Trees_Fair,No,,,,,1.0,1.0,,,,
6604,Stadium Dr at Wyldewood Rd (NB),36.053475,-78.919532,Active,0.0,Fair,,Trees_Good,No,,,,,2.0,2.0,,,,
6605,Horton Rd at Delbert Ave (WB),36.057551,-78.924872,Active,0.0,Poor,,Trees_Fair,No,,,,Fair,1.0,1.0,,,1.0,
6606,Guess Rd at Horton Rd (Cross Creek Shopping Center),36.058349,-78.92896,Active,0.0,Good,,,No,Good,No_SidewalkWithStrip,,Poor,3.0,,2.0,,0.0,
6607,Rose of Sharon at Riverside High School,36.062281,-78.94431,Active,0.0,Poor,Concrete,,No,,,,,1.0,,,,,
6608,Horton Rd at Guess Rd (Dollar Tree),36.057407,-78.927739,Active,0.0,Fair,,Trees_Fair,No,Good,No_SidewalkWithStrip,,Fair,2.0,1.0,2.0,,1.0,
6609,Horton Rd at Delbert Ave (EB),36.057416,-78.924842,Active,0.0,Fair,,,No,,,,Fair,2.0,,,,1.0,
6610,Stadium Dr at Horton Rd,36.055213,-78.9195,Active,0.0,Poor,,Trees_Good,No,,,,,1.0,2.0,,,,
6611,Ben Franklin Blvd at Medical Park Dr (WB),36.047275,-78.895773,Active,0.0,Poor,,Trees_Good,No,Fair,No_SidewalkWithStrip,,Good,1.0,2.0,1.0,,2.0,
6615,Milton Rd at Post Office,36.089576,-78.913768,Active,0.0,Fair,,,No,,,,,2.0,,,,,
6618,Morehead Ave at Duke St (WB),35.991603,-78.90854,Active,1.0,Poor,Concrete,Trees_Fair,No,Good,Yes_Sidewalk,Other,Good,1.0,1.0,2.0,0.0,2.0,3.0
6619,Cornwallis Rd at Chapel Hill Rd (WB),35.974211,-78.935753,Active,0.0,Poor,,,No,,,,Poor,1.0,,,,0.0,
6620,Garrett Rd at Durham-Chapel Hill Blvd (Goodwill),35.958347,-78.974535,Active,0.0,Poor,Concrete,,No,Fair,No_SidewalkWithStrip,,Fair,1.0,,1.0,,1.0,
6621,Garrett Rd at Glenbrook West Apartments,35.952523,-78.97144,Active,1.0,Poor,Concrete,,No,Good,Yes_Single_Door,Yes_Single_Door,,1.0,,2.0,1.0,,2.0
6622,Morehead Ave at Duke St (EB),35.991349,-78.908139,Active,1.0,Poor,Metal,Trees_Good,No,Poor,Yes_Two_Doors,Yes_Two_Doors,Fair,1.0,2.0,0.0,2.0,1.0,3.0
6627,NC 55 at Service Station,35.912172,-78.892364,Active,0.0,Good,Concrete,,No,Fair,No_SidewalkWithStrip,,Fair,3.0,,1.0,,1.0,
6628,Alston Ave at Lawson St (NB),35.9750198,-78.8934046,Active,,,,,,,,,,,,,,,
6629,TW Alexander Dr at Page Rd (EB),35.9189767,-78.8134982,Active,,,,,,,,,,,,,,,
6630,TW Alexander Dr at Brier Creek Pkwy,35.9199315,-78.7794991,Active,,,,,,,,,,,,,,,
6631,TW Alexander Dr at Page Rd (WB),35.9193858,-78.8110454,Active,0.0,Poor,Concrete,Trees_Fair,No,Good,No_SidewalkWithStrip,,Poor,1.0,1.0,2.0,,0.0,
6632,S Roxboro St at Chestnut St (NB),35.986956,-78.902653,Active,1.0,Good,,Trees_Fair,No,Good,No_SidewalkWithStrip,,Poor,3.0,1.0,2.0,,0.0,
6633,Neal Rd at Bishopstone Dr,36.026832,-78.965132,Active,1.0,Fair,Metal,,No,Good,Yes_Single_Door,Yes_Two_Doors,,2.0,,2.0,2.0,,2.0
6635,E Geer St at Faucette Ave (EB),36.012,-78.86544,Active,0.0,Fair,,Trees_Fair,No,,,,,2.0,1.0,,,,
6637,Fayetteville Rd at Stratford Lakes Dr (SB),35.942453,-78.9059795,Active,0.0,,Concrete,,No,Poor,Yes_Two_Doors,Yes_Two_Doors,Good,,,0.0,2.0,2.0,3.0
6638,Fayetteville Rd at Stratford Lakes Dr (NB),35.942512,-78.9055034,Active,0.0,,Metal,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Good,,,2.0,2.0,2.0,3.0
6639,Neal Rd at Wildberry Ln(EB),36.026719,-78.962773,Active,0.0,Fair,,Trees_Good,No,Fair,No_SidewalkWithStrip,,,2.0,2.0,1.0,,,
6640,Constitution Dr at Neal Rd,36.026323,-78.967301,Active,1.0,Good,Metal,Trees_Good,No,Good,Yes_Two_Doors,Yes_Two_Doors,Good,3.0,2.0,2.0,2.0,2.0,3.0
6643,Garrett Rd at Carillon Assisted Living Center,35.954448,-78.972491,Active,0.0,Poor,,,No,Fair,Yes_Two_Doors,Yes_Two_Doors,,1.0,,1.0,2.0,,3.0
6644,Garrett Rd at Yates Baptist Association,35.954134,-78.972551,Active,0.0,Poor,,,No,Good,Yes_Single_Door,Yes_Single_Door,,1.0,,2.0,1.0,,2.0
6647,LaSalle St at Kangaroo St,36.012627,-78.948254,Active,1.0,Fair,Concrete,,No,Good,No_SidewalkAbuts,Other,Good,2.0,,2.0,0.0,2.0,
6649,Martin Luther King Jr Pkwy at Lakeside Gardens,35.94339,-78.920001,Active,1.0,,Concrete,Trees_Good,No,Good,,,,,2.0,2.0,,,
6650,Roxboro St at Frasier St,36.042565,-78.900745,Active,1.0,Good,Concrete,Trees_Fair,No,Fair,Yes_Two_Doors,Yes_Two_Doors,Good,3.0,1.0,1.0,2.0,2.0,3.0
6657,Morreene Rd at Glasson St (NB),36.005668,-78.954668,Active,0.0,Fair,Concrete,,No,Good,No_SingleDoor,Yes_Single_Door,Poor,2.0,,2.0,1.0,0.0,
6658,E Main St at Angier Ave,35.989672,-78.891537,Active,1.0,Good,Metal,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Fair,3.0,,2.0,2.0,1.0,3.0
6659,Taylor St at Gary St (EB),35.988566,-78.872156,Active,0.0,Fair,,Trees_Good,No,,,,,2.0,2.0,,,,
6660,Taylor St at Gary St (WB),35.988696,-78.872383,Active,0.0,Fair,,,No,,,,,2.0,,,,,
6662,TW Alexander Dr at Brier Club Ln,35.9185598,-78.7998152,Active,,,,,,,,,,,,,,,
6664,TW Alexander Dr at Salem Glen Ln,35.9189017,-78.8006641,Active,,,,,,,,,,,,,,,
6665,TW Alexander Dr at Centerpoint (Amazon),35.9224202,-78.8340972,Active,0.0,,Concrete,Trees_Fair,No,,,,,,1.0,,,,
6676,Guess Rd at Victory Blvd,36.06131,-78.92903,Active,0.0,Good,,,No,Good,No_SidewalkWithStrip,,,3.0,,2.0,,,
6677,Angier Ave at East End Ave (EB),35.97419,-78.86827,Active,0.0,Poor,,,No,Poor,No_SidewalkAbuts,Other,,1.0,,0.0,0.0,,
6678,Angier Ave at Midway Ave (EB),35.96698,-78.85955,Active,0.0,Fair,,,No,,,,,2.0,,,,,
6680,Great Jones St at Main St (Museum of Durham History),35.99784,-78.90531,Active,0.0,Good,,Trees_Fair,No,Poor,Yes_Sidewalk,Other,Fair,3.0,1.0,0.0,0.0,1.0,3.0
6681,SW Durham Dr at Durham-Chapel Hill Blvd (Patterson Place),35.953602,-78.990104,Active,0.0,Good,,Trees_Good,No,Good,No_SidewalkAbuts,Other,Good,3.0,2.0,2.0,0.0,2.0,
6684,North Pointe Dr at Woodmont Dr (EB),36.030337,-78.926126,Active,0.0,Fair,Concrete,Trees_Fair,No,Good,No_SidewalkWithStrip,,Poor,2.0,1.0,2.0,,0.0,
6688,Little Brier Creek Ln at TW Alexander Dr,35.915749,-78.790733,Active,,,,,,,,,,,,,,,
6689,Brier Creek Pkwy at Skyland Ridge Pkwy,35.913961,-78.7805081,Active,,,,,,,,,,,,,,,
6691,Madden Ave at Roxboro Rd,36.101322,-78.910826,Active,0.0,Poor,,,No,,,,,1.0,,,,,
6693,W Enterprise St at E Forest Hills Blvd (EB),35.983598,-78.909237,Active,0.0,Poor,Concrete,Trees_Fair,No,Poor,No_SidewalkWithStrip,,Good,1.0,1.0,0.0,,2.0,
6695,TW Alexander Dr at NC 55 (WB),35.880556,-78.891373,Active,1.0,Poor,,,No,Good,Yes_Two_Doors,Yes_Two_Doors,,1.0,,2.0,2.0,,3.0
6707,Hillandale Rd at Club Blvd,36.017197,-78.936218,Active,,,,,,,,,,,,,,,
6708,Hillandale Rd at Bertland Ave,36.031603,-78.935612,Active,,,,,,,,,,,,,,,
6709,Horton Rd at Guess Rd (Willowdaile Apartments),36.0575453,-78.93134617,Active,,,,,,,,,,,,,,,
6710,Hillandale Rd at Carver St,36.037887,-78.93543,Active,,,,,,,,,,,,,,,
6711,Hillandale Rd at Croasdaile Farm Pkwy,36.051095,-78.935588,Active,,,,,,,,,,,,,,,
6712,Hillandale Rd at Samuel Dr,36.047791,-78.936352,Active,,,,,,,,,,,,,,,
6713,Hillandale Rd at Pinetree Ct,36.043824,-78.935355,Active,,,,,,,,,,,,,,,
6714,Chalk Level Rd at Shaftsbury St,36.051308,-78.915085,Active,,,,,,,,,,,,,,,
6715,Hillandale Rd at Club Blvd,36.018045,-78.936421,Active,,,,,,,,,,,,,,,
6717,Ben Franklin Blvd at William Penn Pl (NB),36.044097,-78.897908,Active,,,,,,,,,,,,,,,
6718,Ben Franklin Blvd at Pacific Ave (NB),36.046524,-78.897032,Active,,,,,,,,,,,,,,,
6721,Briar Rose Ln at Danube Ln,36.056528,-78.887578,Active,,,,,,,,,,,,,,,
6722,Duke St at Holt School Rd,36.052773,-78.904877,Active,,,,,,,,,,,,,,,
6724,Duke St at Holt School Rd (NB),36.052804,-78.904564,Active,,,,,,,,,,,,,,,
6726,Ben Franklin Blvd at William Penn Pl (SB),36.0440726,-78.8981989,Active,,,,,,,,,,,,,,,
6727,Ben Franklin Blvd at Pacific Ave (SB),36.0461,-78.8979,Active,,,,,,,,,,,,,,,
6728,Danube Ln at Ben Franklin Blvd,36.0472308,-78.8886454,Active,,,,,,,,,,,,,,,
6729,Danube Ln at Hebron Rd,36.05813,-78.888685,Active,,,,,,,,,,,,,,,
6730,West Ave at Hebron Rd,36.058275,-78.88463,Active,,,,,,,,,,,,,,,
6734,Bacon St at Hearthside St (NB),35.968085,-78.885134,Active,,,,,,,,,,,,,,,
6735,Bacon St at Hearthside St (SB),35.968063,-78.885292,Active,,,,,,,,,,,,,,,
6736,Bacon St at Cooper (Durham Tech),35.97183,-78.88497,Active,,,,,,,,,,,,,,,
6737,Bacon St at Cooper (SB),35.97182,-78.88516,Active,,,,,,,,,,,,,,,
6744,Taylor St at Blacknall St (Eastway Elementary),35.98960488,-78.88428392,Active,,,,,,,,,,,,,,,
6745,Taylor St at Holman St (Eastway Elementary),35.99014203,-78.88526706,Active,,,,,,,,,,,,,,,
6746,S Alston Ave at Cecil St (SB),35.9700359,-78.8937584,Active,,,,,,,,,,,,,,,
6747,S Alston Ave at Cecil St (NB),35.9704822,-78.8937971,Active,,,,,,,,,,,,,,,
6750,Main St at Gary St,35.986058,-78.870613,Active,,,,,,,,,,,,,,,
6751,NC 54 at Highgate Dr,35.9120121,-78.9453079,Active,,,,,,,,,,,,,,,
6752,Gary St at Main St,35.986497,-78.870942,Active,,,,,,,,,,,,,,,
6754,Sima Ave at Ridgeway Ave,35.97589,-78.889206,Active,,,,,,,,,,,,,,,
6755,Bacon St at Sima Ave,35.97723287,-78.88443554,Active,,,,,,,,,,,,,,,
995952,Jackson St at Duke St,35.995417,-78.908419,Active,,,,,,,,,,,,,,,
996336,Main St at Gregson St,35.9998008,-78.9090849,Active,,,,,,,,,,,,,,,
996511,Holloway St at Dillard St,35.9947713,-78.894222,Active,,,,,,,,,,,,,,,
